[epoch 1] train_loss: 3.724  val_accuracy: 0.208
[epoch 482] train_loss: 0.029  val_accuracy: 0.408
[epoch 483] train_loss: 0.023  val_accuracy: 0.406
[epoch 484] train_loss: 0.031  val_accuracy: 0.407
[epoch 485] train_loss: 0.029  val_accuracy: 0.408
[epoch 486] train_loss: 0.028  val_accuracy: 0.406
[epoch 487] train_loss: 0.028  val_accuracy: 0.412
[epoch 488] train_loss: 0.026  val_accuracy: 0.409
[epoch 489] train_loss: 0.031  val_accuracy: 0.412
[epoch 490] train_loss: 0.032  val_accuracy: 0.406
[epoch 491] train_loss: 0.027  val_accuracy: 0.404
[epoch 492] train_loss: 0.027  val_accuracy: 0.414
[epoch 493] train_loss: 0.026  val_accuracy: 0.411
[epoch 494] train_loss: 0.029  val_accuracy: 0.414
[epoch 495] train_loss: 0.025  val_accuracy: 0.413
[epoch 496] train_loss: 0.029  val_accuracy: 0.418
[epoch 497] train_loss: 0.031  val_accuracy: 0.409
[epoch 498] train_loss: 0.026  val_accuracy: 0.414
[epoch 499] train_loss: 0.027  val_accuracy: 0.414
[epoch 500] train_loss: 0.026  val_accuracy: 0.413
