[epoch 1] train_loss: 1.621  val_accuracy: 0.502
[epoch 482] train_loss: 0.006  val_accuracy: 0.744
[epoch 483] train_loss: 0.007  val_accuracy: 0.737
[epoch 484] train_loss: 0.007  val_accuracy: 0.739
[epoch 485] train_loss: 0.006  val_accuracy: 0.740
[epoch 486] train_loss: 0.006  val_accuracy: 0.735
[epoch 487] train_loss: 0.005  val_accuracy: 0.734
[epoch 488] train_loss: 0.007  val_accuracy: 0.736
[epoch 489] train_loss: 0.006  val_accuracy: 0.730
[epoch 490] train_loss: 0.007  val_accuracy: 0.731
[epoch 491] train_loss: 0.006  val_accuracy: 0.736
[epoch 492] train_loss: 0.007  val_accuracy: 0.736
[epoch 493] train_loss: 0.009  val_accuracy: 0.738
[epoch 494] train_loss: 0.006  val_accuracy: 0.740
[epoch 495] train_loss: 0.007  val_accuracy: 0.739
[epoch 496] train_loss: 0.006  val_accuracy: 0.733
[epoch 497] train_loss: 0.007  val_accuracy: 0.739
[epoch 498] train_loss: 0.006  val_accuracy: 0.740
[epoch 499] train_loss: 0.007  val_accuracy: 0.742
[epoch 500] train_loss: 0.005  val_accuracy: 0.737
